,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
6029,6029,70184127,TV Show,Big Bad Beetleborgs,"United States, France, Japan"," January 1, 2016",1997,TV-Y7-FV,2 Seasons,"Kids' TV, TV Comedies","When three teens free a spirit that offers to grant each a wish, they choose to become their favorite superheroes, launching a series of adventures.",2016,,Older Kids,United States,"[""Kids' TV"", 'TV Comedies']"
6030,6030,70184128,TV Show,Mighty Morphin Power Rangers,"United States, Japan"," January 1, 2016",2010,TV-Y7-FV,4 Seasons,Kids' TV,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",2016,,Older Kids,United States,"[""Kids' TV""]"
6031,6031,70136120,TV Show,The Office (U.S.),United States," January 1, 2016",2012,TV-14,9 Seasons,TV Comedies,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,2016,,Teens,United States,['TV Comedies']
6032,6032,70184126,TV Show,V.R. Troopers,United States," January 1, 2016",1995,TV-Y7-FV,2 Seasons,Kids' TV,Three friends who study martial arts find themselves defending humanity from a criminal mastermind and his invading army from another dimension.,2016,,Older Kids,United States,"[""Kids' TV""]"
6033,6033,80142550,TV Show,The Break,Belgium," February 9, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","A police detective mourning a painful loss moves back to his peaceful hometown, only to be drawn into a murder case that dredges up dark secrets.",2019,,Adults,Belgium,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
6034,6034,80117038,TV Show,Big Mouth,United States," February 8, 2019",2019,TV-MA,3 Seasons,TV Comedies,Teenage friends find their lives upended by the wonders and horrors of puberty in this edgy comedy from real-life pals Nick Kroll and Andrew Goldberg.,2019,,Adults,United States,['TV Comedies']
6035,6035,81031262,TV Show,Man Like Mobeen,United Kingdom," February 8, 2019",2019,TV-MA,2 Seasons,"British TV Shows, TV Comedies","Mobeen is trying to be a good friend, follow the faith and raise his teenage sister. Yet his past – and everyday life – complicates matters.",2019,,Adults,United Kingdom,"['British TV Shows', 'TV Comedies']"
6036,6036,80095532,TV Show,One Day at a Time,United States," February 8, 2019",2019,TV-PG,3 Seasons,TV Comedies,"In a reimagining of the TV classic, a newly single Latina mother raises her teen daughter and tween son with the ""help"" of her old-school mom.",2019,,Older Kids,United States,['TV Comedies']
6037,6037,70180051,TV Show,H2O: Just Add Water,Australia," February 8, 2017",2009,TV-PG,3 Seasons,"Kids' TV, TV Dramas",The gals in this fantasy series cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,2017,,Older Kids,Australia,"[""Kids' TV"", 'TV Dramas']"
6038,6038,80046348,TV Show,Care Bears & Cousins,United States," February 5, 2016",2016,TV-Y,2 Seasons,Kids' TV,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!",2016,,Kids,United States,"[""Kids' TV""]"
6039,6039,70271773,TV Show,Turbo FAST,United States," February 5, 2016",2016,TV-Y7-FV,3 Seasons,Kids' TV,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme.",2016,,Older Kids,United States,"[""Kids' TV""]"
6040,6040,80108450,TV Show,El Vato,United States," February 24, 2018",2017,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies","Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.",2018,,Adults,United States,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']"
6041,6041,80136321,TV Show,Babylon Berlin,Germany," February 23, 2019",2017,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.,2019,,Adults,Germany,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
6042,6042,80037278,TV Show,Marseille,France," February 23, 2018",2018,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Thrillers",The longtime mayor of Marseille is preparing to hand over the reins to his protégé when a sudden and ruthless battle erupts for control of the city.,2018,,Adults,France,"['International TV Shows', 'TV Dramas', 'TV Thrillers']"
6043,6043,80007945,TV Show,Chef's Table,United States," February 22, 2019",2019,TV-MA,6 Seasons,"Docuseries, Reality TV","In this Emmy-nominated docuseries, find out what's inside the kitchens and minds of the international culinary stars who are redefining gourmet food.",2019,,Adults,United States,"['Docuseries', 'Reality TV']"
6044,6044,80094273,TV Show,Rebellion,Ireland," February 22, 2019",2016,TV-MA,2 Seasons,"International TV Shows, TV Dramas","As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule.",2019,,Adults,Ireland,"['International TV Shows', 'TV Dramas']"
6045,6045,80081537,TV Show,Suburra: Blood on Rome,Italy," February 22, 2019",2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",2019,,Adults,Italy,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
6046,6046,80186090,TV Show,The Big Family Cooking Showdown,United Kingdom," February 22, 2019",2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this unscripted series, families passionate about food serve up their most delicious dishes for the chance to be crowned Britain's best home cooks.",2019,,Older Kids,United Kingdom,"['British TV Shows', 'International TV Shows', 'Reality TV']"
6047,6047,81041002,TV Show,Z4,Brazil," February 22, 2019",2018,TV-PG,2 Seasons,Kids' TV,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.,2019,,Older Kids,Brazil,"[""Kids' TV""]"
6048,6048,80126684,TV Show,Love Me As I Am,United States," February 22, 2017",2015,TV-14,3 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","After wealthy college boy Ömer and lower class college girl Aysem fall in love and quickly marry, they learn that love and life aren't always perfect.",2017,,Teens,United States,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
6049,6049,70272479,TV Show,Bates Motel,United States," February 20, 2018",2017,TV-14,5 Seasons,"Crime TV Shows, TV Dramas, TV Horror","When his father dies, Norman Bates and his mother open a hotel. But Norman's precarious mental state drives them down a dark and violent path.",2018,,Teens,United States,"['Crime TV Shows', 'TV Dramas', 'TV Horror']"
6050,6050,80161335,TV Show,The Frankenstein Chronicles,United Kingdom," February 20, 2018",2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows","A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction.",2018,,Adults,United Kingdom,"['British TV Shows', 'Crime TV Shows', 'International TV Shows']"
6051,6051,80145143,TV Show,Bordertown,"Finland, France"," February 2, 2019",2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",A gifted detective takes a job in a small town so he can spend more time with his family. But he's soon drawn into a web of disturbing murder cases.,2019,,Adults,Finland,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
6052,6052,80239798,TV Show,Club Friday The Series 8,United States," February 2, 2019",2017,TV-14,8 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies","The eighth installment of this popular Thai series, based on a real-life call-in radio show, dramatizes personal stories of romance and heartbreak.",2019,,Teens,United States,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']"
6053,6053,80039394,TV Show,Dragons: Race to the Edge,United States," February 16, 2018",2018,TV-Y7-FV,6 Seasons,"Kids' TV, TV Action & Adventure","From the creators of ""How to Train Your Dragon"" comes an all-new Netflix original series that takes Hiccup and Toothless to the edge of adventure!",2018,,Older Kids,United States,"[""Kids' TV"", 'TV Action & Adventure']"
6054,6054,80993816,TV Show,Ugly Duckling,Thailand," February 15, 2019",2015,TV-14,4 Seasons,"International TV Shows, Romantic TV Shows, TV Dramas","Young women face up to their insecurities and circumstances, finding love and laughs along the way. Featuring a different storyline every season.",2019,,Teens,Thailand,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
6055,6055,80192734,TV Show,Barbie Dreamhouse Adventures,United States," February 14, 2019",2018,TV-Y,3 Seasons,Kids' TV,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family's new dreamhouse.,2019,,Kids,United States,"[""Kids' TV""]"
6056,6056,80215507,TV Show,Velvet Colección,Spain," February 14, 2019",2018,TV-14,2 Seasons,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In the late '60s, fashion designer Ana enlists friends Clara, Pedro and Raúl to open a store and design school in Barcelona in this ""Velvet"" spinoff.",2019,,Teens,Spain,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']"
6057,6057,81059779,TV Show,Dangerous Roads,United Kingdom," February 1, 2019",2012,TV-MA,2 Seasons,"British TV Shows, Docuseries","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth.",2019,,Adults,United Kingdom,"['British TV Shows', 'Docuseries']"
6058,6058,70304718,TV Show,Lego Friends,United States," February 1, 2019",2017,TV-G,3 Seasons,Kids' TV,"As a way to make friends, new girl in town Olivia volunteers to work at the Heartlake City World Petacular with four other girls.",2019,,Kids,United States,"[""Kids' TV""]"
6059,6059,70252973,TV Show,LEGO Ninjago: Masters of Spinjitzu,"Denmark, Singapore, Canada, United States"," February 1, 2019",2018,TV-Y7-FV,9 Seasons,Kids' TV,"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.",2019,,Older Kids,Denmark,"[""Kids' TV""]"
6060,6060,81017061,TV Show,Littlest Pet Shop: A World of Our Own,United States," February 1, 2019",2018,TV-Y,2 Seasons,Kids' TV,"In Paw-Tucket, pets of all types form friendships, pursue their passions and have a great time being themselves.",2019,,Kids,United States,"[""Kids' TV""]"
6061,6061,70180088,TV Show,The Garfield Show,"France, United States"," February 1, 2019",2018,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie.",2019,,Older Kids,France,"[""Kids' TV"", 'TV Comedies']"
6062,6062,80178897,TV Show,The Story of God with Morgan Freeman,United States," February 1, 2019",2017,TV-14,2 Seasons,Docuseries,"Host Morgan Freeman explores religion's role in human history, how our beliefs connect us and possible answers to life's million-dollar questions.",2019,,Teens,United States,['Docuseries']
6063,6063,70286901,TV Show,Masha and the Bear,Russia," February 1, 2018",2018,TV-Y,3 Seasons,Kids' TV,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.",2018,,Kids,Russia,"[""Kids' TV""]"
6064,6064,80080436,TV Show,Under Arrest,United States," February 1, 2018",2016,TV-MA,8 Seasons,"Crime TV Shows, Docuseries, International TV Shows","Cameras follow police officers as they solve crimes, assist the public and arrest lawbreakers in this reality series.",2018,,Adults,United States,"['Crime TV Shows', 'Docuseries', 'International TV Shows']"
6065,6065,80112415,TV Show,The Furchester Hotel,"United Kingdom, United States"," February 1, 2017",2015,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel.",2017,,Kids,United Kingdom,"['British TV Shows', ""Kids' TV""]"
6066,6066,80008583,TV Show,Larva,Russia," February 1, 2016",2015,TV-G,3 Seasons,"Kids' TV, Korean TV Shows, TV Comedies",Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,2016,,Kids,Russia,"[""Kids' TV"", 'Korean TV Shows', 'TV Comedies']"
6067,6067,70136152,TV Show,Spartacus,United States," February 1, 2015",2013,TV-MA,4 Seasons,"TV Action & Adventure, TV Dramas","A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus.",2015,,Adults,United States,"['TV Action & Adventure', 'TV Dramas']"
6068,6068,70177084,TV Show,The Borgias,"United States, Hungary, Ireland, Canada"," February 1, 2014",2013,TV-MA,3 Seasons,TV Dramas,"Follow the lives of the notorious Borgia family, a clan headed by plotting patriarch Rodrigo and his beautiful but treacherous daughter, Lucrezia.",2014,,Adults,United States,['TV Dramas']
6069,6069,80152350,TV Show,Neo Yokio,United States," December 7, 2018",2018,TV-MA,2 Seasons,"TV Comedies, TV Sci-Fi & Fantasy, Teen TV Shows","Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",2018,,Adults,United States,"['TV Comedies', 'TV Sci-Fi & Fantasy', 'Teen TV Shows']"
6070,6070,80051137,TV Show,Fuller House,United States," December 6, 2019",2018,TV-Y7,4 Seasons,TV Comedies,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.,2019,,Older Kids,United States,['TV Comedies']
