,Unnamed: 0,show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,target_ages,principal_country,genre
5376,5376,81035854,Movie,Warda,Egypt,"April 18, 2019",2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",2019,April,Teens,Egypt,"['Horror Movies', 'Independent Movies', 'International Movies']"
5377,5377,80097516,Movie,Friend Request,Germany,"April 18, 2018",2016,R,92 min,"Horror Movies, International Movies",A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.,2018,April,Adults,Germany,"['Horror Movies', 'International Movies']"
5379,5379,80164465,Movie,Bigger Fatter Liar,United States,"April 18, 2017",2017,PG,95 min,"Children & Family Movies, Comedies","When his video game concept is stolen by a dishonest executive, a teenage chronic liar sets out to prove that he's telling the truth, for once.",2017,April,Older Kids,United States,"['Children & Family Movies', 'Comedies']"
5380,5380,80117484,Movie,Lucas Brothers: On Drugs,United States,"April 18, 2017",2017,TV-MA,50 min,Stand-Up Comedy,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",2017,April,Adults,United States,['Stand-Up Comedy']
5381,5381,80017099,Movie,A Little Chaos,United Kingdom,"April 17, 2019",2014,R,113 min,"Dramas, Independent Movies, International Movies","A willful young woman is hired to design a garden at Versailles for Louis XIV. Soon, she's ensnared in political and romantic complications.",2019,April,Adults,United Kingdom,"['Dramas', 'Independent Movies', 'International Movies']"
5382,5382,81043542,Movie,Dabbe 6: The Return,Turkey,"April 17, 2019",2015,TV-MA,153 min,"Horror Movies, International Movies","A cardiologist tries to pinpoint the cause of her mother's sudden death as her sister, who witnessed it, claims malevolent demons are at play.",2019,April,Adults,Turkey,"['Horror Movies', 'International Movies']"
5383,5383,81026329,Movie,De Film van Dylan Haegens,Netherlands,"April 17, 2019",2018,TV-PG,81 min,"Comedies, International Movies",A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.,2019,April,Older Kids,Netherlands,"['Comedies', 'International Movies']"
5384,5384,81006826,Movie,Franco Escamilla: Bienvenido al mundo,Mexico,"April 17, 2019",2019,TV-MA,54 min,Stand-Up Comedy,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance.",2019,April,Adults,Mexico,['Stand-Up Comedy']
5385,5385,81013626,Movie,HOMECOMING: A film by Beyoncé,United States,"April 17, 2019",2019,TV-MA,138 min,"Documentaries, Music & Musicals","This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.",2019,April,Adults,United States,"['Documentaries', 'Music & Musicals']"
5389,5389,80029368,Movie,Chris D'Elia: Incorrigible,United States,"April 17, 2015",2015,TV-MA,84 min,Stand-Up Comedy,Stand-up comedian Chris D'Elia covers everything from how to improve the NFL to why dating is evil and that babies should grow up before they're born.,2015,April,Adults,United States,['Stand-Up Comedy']
5390,5390,70222859,Movie,21 & Over,United States,"April 16, 2019",2013,R,93 min,Comedies,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,2019,April,Adults,United States,['Comedies']
5391,5391,70261674,Movie,About Time,United Kingdom,"April 16, 2019",2013,R,123 min,"Comedies, Dramas, International Movies","When Tim learns that the men in his family can travel in time and change their own lives, he decides to go back and win the woman of his dreams.",2019,April,Adults,United Kingdom,"['Comedies', 'Dramas', 'International Movies']"
5392,5392,70045274,Movie,Evan Almighty,United States,"April 16, 2019",2007,PG,96 min,"Children & Family Movies, Comedies, Faith & Spirituality","God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis.",2019,April,Older Kids,United States,"['Children & Family Movies', 'Comedies', 'Faith & Spirituality']"
5393,5393,81034599,Movie,Jonathan,United States,"April 16, 2019",2018,TV-MA,101 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.",2019,April,Adults,United States,"['Dramas', 'Independent Movies', 'Sci-Fi & Fantasy']"
5394,5394,80999069,Movie,Super Monsters Furever Friends,United States,"April 16, 2019",2019,TV-Y,59 min,Children & Family Movies,"On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!",2019,April,Kids,United States,['Children & Family Movies']
5395,5395,81090128,Movie,The Creative Brain,United States,"April 16, 2019",2019,TV-14,53 min,Documentaries,"Neuroscientist David Eagleman taps into the creative process of various innovators while exploring brain-bending, risk-taking ways to spark creativity.",2019,April,Teens,United States,['Documentaries']
5396,5396,70114022,Movie,Cirque du Freak: The Vampire's Assistant,United States,"April 16, 2018",2009,PG-13,109 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When Darren Shan is taken to a circus that's chock-full of sideshow oddities, he meets a vampire and receives a life-changing bite on the neck.",2018,April,Teens,United States,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
5397,5397,80180225,Movie,Porto,"Portugal, France, Poland, United States","April 16, 2018",2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies","In a coastal Portuguese city, an erotic encounter ensues between an American expat and a French student, resonating through their lives years later.",2018,April,Adults,Portugal,"['Dramas', 'Independent Movies', 'Romantic Movies']"
5398,5398,80015794,Movie,Manglehorn,United States,"April 16, 2017",2014,PG-13,97 min,"Dramas, Independent Movies",A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.,2017,April,Teens,United States,"['Dramas', 'Independent Movies']"
5400,5400,81088700,Movie,Bollywood Calling,India,"April 15, 2019",2001,TV-MA,102 min,"Comedies, Dramas, International Movies",A down-and-out Hollywood actor is utterly unprepared for the eccentricities that await when an Indian producer offers him a role in a Bollywood film.,2019,April,Adults,India,"['Comedies', 'Dramas', 'International Movies']"
5401,5401,70043149,Movie,Ek Khiladi Ek Haseena,India,"April 15, 2019",2005,TV-MA,141 min,"International Movies, Music & Musicals, Thrillers","Indebted to a gangster, a grifter assembles a band of fellow swindlers to attempt his biggest scam yet, but it's soon clear that no one can be trusted.",2019,April,Adults,India,"['International Movies', 'Music & Musicals', 'Thrillers']"
5402,5402,81018181,Movie,Generation Iron 3,United States,"April 15, 2019",2018,TV-MA,95 min,"Documentaries, Sports Movies",Bodybuilders come together from around the world to compete in the Mr. Olympia competition and try to achieve their goals of physical perfection.,2019,April,Adults,United States,"['Documentaries', 'Sports Movies']"
5403,5403,70040077,Movie,Hazaaron Khwaishein Aisi,"India, France","April 15, 2019",2003,TV-MA,111 min,"Dramas, International Movies, Romantic Movies","In a politically charged India of the 1970s, three friends are transformed by personal ideologies, dangerous ambitions and matters of the heart.",2019,April,Adults,India,"['Dramas', 'International Movies', 'Romantic Movies']"
5404,5404,60031998,Movie,Jhankaar Beats,India,"April 15, 2019",2003,TV-MA,131 min,"Comedies, International Movies, Music & Musicals","Juggling personal predicaments and workplace woes, three buddies and bandmates practice for their ultimate dream: winning a coveted music competition.",2019,April,Adults,India,"['Comedies', 'International Movies', 'Music & Musicals']"
5405,5405,60036103,Movie,Mumbai Matinee,India,"April 15, 2019",2003,TV-14,116 min,"Comedies, International Movies, Romantic Movies","Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star.",2019,April,Teens,India,"['Comedies', 'International Movies', 'Romantic Movies']"
5406,5406,81086641,Movie,Rainbow Jelly,India,"April 15, 2019",2018,TV-14,119 min,"Dramas, International Movies, Sci-Fi & Fantasy","Mistreated by his cruel uncle, an imaginative orphan with autism sees hope when a fairy vows to change his life with a week of enchanted recipes.",2019,April,Teens,India,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']"
5407,5407,70027133,Movie,Shabd,India,"April 15, 2019",2005,TV-14,146 min,"Dramas, International Movies, Romantic Movies","When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.",2019,April,Teens,India,"['Dramas', 'International Movies', 'Romantic Movies']"
5408,5408,81086640,Movie,Shortcut Safari,India,"April 15, 2019",2016,TV-PG,101 min,"Action & Adventure, Comedies, Dramas",Unexpected wildlife adventures and valuable life lessons await seven city kids when they suddenly become lost in the forest during a school field trip.,2019,April,Older Kids,India,"['Action & Adventure', 'Comedies', 'Dramas']"
5409,5409,81009808,Movie,The New Romantic,Canada,"April 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, Romantic Movies","Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant.",2019,April,Adults,Canada,"['Comedies', 'Independent Movies', 'Romantic Movies']"
5410,5410,80189853,Movie,Beyond Skyline,"United Kingdom, China, Canada, Indonesia, Singapore, United States","April 15, 2018",2017,R,107 min,"Action & Adventure, Sci-Fi & Fantasy","In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",2018,April,Adults,United Kingdom,"['Action & Adventure', 'Sci-Fi & Fantasy']"
5411,5411,70059700,Movie,Eddie Murphy: Delirious,United States,"April 15, 2018",1983,NR,69 min,Stand-Up Comedy,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show.",2018,April,Adults,United States,['Stand-Up Comedy']
5412,5412,70142918,Movie,Harriet the Spy: Blog Wars,"United States, Canada","April 15, 2018",2010,TV-G,87 min,"Children & Family Movies, Comedies",Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,2018,April,Kids,United States,"['Children & Family Movies', 'Comedies']"
5413,5413,80992231,Movie,Numero Zero. The Roots of Italian Rap,Italy,"April 15, 2018",2015,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals","In the '90s, the explosive popularity of hip-hop music in Italy impacts the nation's character while creating a new kind of renegade artist.",2018,April,Adults,Italy,"['Documentaries', 'International Movies', 'Music & Musicals']"
5414,5414,80081790,Movie,A Patch of Fog,United Kingdom,"April 15, 2017",2015,TV-MA,92 min,"Dramas, Thrillers","When a guard catches a writer-television host shoplifting, instead of turning him in, he only asks to be a friend, then begins to rule his life.",2017,April,Adults,United Kingdom,"['Dramas', 'Thrillers']"
5417,5417,80015280,Movie,Bibi & Tina,Germany,"April 15, 2017",2014,TV-PG,97 min,"Children & Family Movies, Music & Musicals",Teen witch Bibi and horse-loving Tina face trouble when a posh girl flirts with Tina's boyfriend and a crook sets his greedy eyes on a promising foal.,2017,April,Older Kids,Germany,"['Children & Family Movies', 'Music & Musicals']"
5418,5418,80141253,Movie,Bibi & Tina II,Germany,"April 15, 2017",2014,TV-14,105 min,"Children & Family Movies, Music & Musicals","When robbers hit Falkenstein castle, teen witch Bibi and pal Tina hunt for the crooks, then devise a plan to save the neighbors' failing ranch.",2017,April,Teens,Germany,"['Children & Family Movies', 'Music & Musicals']"
